,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Dealer_Region
5979,2022-09-20,Female,13500.0,Rabun Used Car Sales,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,85257-3102,Hardtop,Scottsdale
5980,2022-09-20,Male,328500.0,Hatfield Volkswagen,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17500,99301-3882,Sedan,Pasco
5981,2022-09-20,Male,735000.0,Chrysler Plymouth,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,53546-9427,Passenger,Janesville
5982,2022-09-20,Male,591000.0,Classic Chevy,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,85257-3102,SUV,Scottsdale
5983,2022-09-20,Male,860000.0,Clay Johnson Auto Sales,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,78758-7841,SUV,Austin
5984,2022-09-20,Female,765000.0,Diehl Motor CO Inc,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,06457-3834,SUV,Middletown
5985,2022-09-20,Male,765000.0,Enterprise Rent A Car,Subaru,Outback,Overhead Camshaft,Manual,Pale White,49000,60504-7114,SUV,Aurora
5986,2022-09-20,Female,810000.0,Gartner Buick Hyundai Saab,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,38701-8047,Passenger,Greenville
5987,2022-09-20,Male,625000.0,Hatfield Volkswagen,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20001,99301-3882,Passenger,Pasco
5988,2022-09-20,Male,13500.0,Iceberg Rentals,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,53546-9427,Sedan,Janesville
5989,2022-09-20,Male,796000.0,Rabun Used Car Sales,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Passenger,Scottsdale
5990,2022-09-20,Male,13500.0,Race Car Help,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,78758-7841,SUV,Austin
5991,2022-09-20,Male,13500.0,Ryder Truck Rental and Leasing,Lexus,LS400,Overhead Camshaft,Manual,Pale White,13000,06457-3834,Sedan,Middletown
5992,2022-09-20,Male,3600000.0,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,53546-9427,Hardtop,Janesville
5993,2022-09-20,Male,1630000.0,Scrivener Performance Engineering,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,38701-8047,Passenger,Greenville
5994,2022-09-20,Male,1050000.0,Star Enterprises Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29000,99301-3882,SUV,Pasco
5995,2022-09-20,Male,825000.0,Suburban Ford,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Sedan,Janesville
5996,2022-09-20,Female,655000.0,Tri-State Mack Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,71000,85257-3102,SUV,Scottsdale
5997,2022-09-20,Female,1290000.0,Diehl Motor CO Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Passenger,Pasco
5998,2022-09-20,Female,1125000.0,Enterprise Rent A Car,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27500,60504-7114,Passenger,Janesville
5999,2022-09-20,Female,335000.0,Classic Chevy,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,85257-3102,Hardtop,Janesville
6000,2022-09-20,Male,2200000.0,Iceberg Rentals,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,21000,53546-9427,Hardtop,Pasco
6001,2022-09-20,Female,13500.0,McKinney Dodge Chrysler Jeep,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,Hardtop,Janesville
6002,2022-09-20,Male,780000.0,McKinney Dodge Chrysler Jeep,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,85257-3102,Passenger,Aurora
6003,2022-09-20,Male,422000.0,Motor Vehicle Branch Office,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,12000,78758-7841,Hatchback,Greenville
6004,2022-09-20,Male,13500.0,Nebo Chevrolet,Volvo,S40,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Sedan,Pasco
6005,2022-09-21,Male,1836000.0,Scrivener Performance Engineering,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22600,38701-8047,Hatchback,Greenville
6006,2022-09-21,Male,13500.0,Star Enterprises Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,26000,99301-3882,Sedan,Pasco
6007,2022-09-21,Male,636000.0,Suburban Ford,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,53546-9427,Hatchback,Janesville
6008,2022-09-21,Male,1275000.0,Tri-State Mack Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,85257-3102,Sedan,Scottsdale
6009,2022-09-21,Male,875000.0,U-Haul CO,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,78758-7841,Sedan,Austin
6010,2022-09-21,Female,1230000.0,Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,Middletown
6011,2022-09-21,Male,895000.0,C & M Motors Inc,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,60504-7114,Hatchback,Aurora
6012,2022-09-21,Female,1020000.0,Capitol KIA,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,38701-8047,Hatchback,Greenville
6013,2022-09-21,Male,1550000.0,Chrysler of Tri-Cities,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18000,99301-3882,SUV,Pasco
6014,2022-09-21,Male,1420000.0,Chrysler Plymouth,Lexus,ES300,Overhead Camshaft,Manual,Black,34000,53546-9427,Hatchback,Janesville
6015,2022-09-21,Male,1425000.0,Classic Chevy,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,26500,85257-3102,Sedan,Scottsdale
6016,2022-09-21,Male,851000.0,Clay Johnson Auto Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,78758-7841,SUV,Austin
6017,2022-09-21,Male,1222500.0,Diehl Motor CO Inc,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,25250,06457-3834,Hatchback,Middletown
6018,2022-09-21,Female,13500.0,Enterprise Rent A Car,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,60504-7114,Passenger,Aurora
6019,2022-09-21,Female,13500.0,Gartner Buick Hyundai Saab,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,38701-8047,Passenger,Greenville
6020,2022-09-21,Female,2470000.0,Hatfield Volkswagen,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54000,99301-3882,Sedan,Pasco
6021,2022-09-21,Female,710000.0,Iceberg Rentals,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,53546-9427,Hatchback,Janesville
6022,2022-09-21,Male,1260000.0,McKinney Dodge Chrysler Jeep,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14000,85257-3102,SUV,Scottsdale
6023,2022-09-21,Female,896000.0,Motor Vehicle Branch Office,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,78758-7841,SUV,Austin
6024,2022-09-21,Male,2700000.0,Nebo Chevrolet,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Sedan,Middletown
6025,2022-09-21,Female,1270000.0,Iceberg Rentals,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,53546-9427,Sedan,Janesville
6026,2022-09-21,Male,1575000.0,McKinney Dodge Chrysler Jeep,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25500,85257-3102,SUV,Scottsdale
6027,2022-09-21,Female,580000.0,Motor Vehicle Branch Office,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28000,78758-7841,Sedan,Austin
6028,2022-09-21,Male,900000.0,Nebo Chevrolet,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,06457-3834,SUV,Middletown
6029,2022-09-21,Male,495000.0,Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,24000,78758-7841,Hardtop,Austin
6030,2022-09-21,Male,520000.0,Pars Auto Sales,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,38701-8047,Hatchback,Greenville
6031,2022-09-21,Female,641000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Audi,A6,Overhead Camshaft,Manual,Black,15000,99301-3882,SUV,Pasco
6032,2022-09-21,Male,380000.0,Progressive Shippers Cooperative Association No,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,53546-9427,Passenger,Janesville
6033,2022-09-21,Female,13500.0,Rabun Used Car Sales,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,85257-3102,Sedan,Scottsdale
6034,2022-09-21,Male,920000.0,Race Car Help,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,78758-7841,SUV,Austin
6035,2022-09-21,Male,950000.0,Ryder Truck Rental and Leasing,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,06457-3834,SUV,Middletown
6036,2022-09-21,Male,13500.0,Saab-Belle Dodge,Toyota,Sienna,Overhead Camshaft,Manual,Black,16000,60504-7114,Passenger,Aurora
6037,2022-09-21,Male,485000.0,Scrivener Performance Engineering,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,38701-8047,Passenger,Greenville
6038,2022-09-21,Male,13500.0,Star Enterprises Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,99301-3882,Hatchback,Pasco
6039,2022-09-21,Male,1291000.0,Suburban Ford,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25100,53546-9427,SUV,Janesville
6040,2022-09-21,Male,775000.0,Tri-State Mack Inc,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33000,85257-3102,Hatchback,Scottsdale
6041,2022-09-21,Male,820000.0,U-Haul CO,Jeep,Grand Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,78758-7841,SUV,Austin
6042,2022-09-21,Male,2020000.0,Diehl Motor CO Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Hardtop,Middletown
6043,2022-09-21,Male,797000.0,Rabun Used Car Sales,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26000,85257-3102,Sedan,Scottsdale
6044,2022-09-21,Male,760000.0,Race Car Help,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Sedan,Austin
6045,2022-09-21,Female,1050000.0,McKinney Dodge Chrysler Jeep,Volvo,S40,Overhead Camshaft,Manual,Black,36001,85257-3102,Sedan,Scottsdale
6046,2022-09-21,Female,13500.0,Motor Vehicle Branch Office,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,78758-7841,Hatchback,Austin
6047,2022-09-21,Male,745000.0,Nebo Chevrolet,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,06457-3834,Hatchback,Middletown
6048,2022-09-21,Male,1050000.0,New Castle Ford Lincoln Mercury,Toyota,Sienna,Overhead Camshaft,Manual,Black,27001,60504-7114,Passenger,Aurora
6049,2022-09-21,Male,13500.0,Pars Auto Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21001,38701-8047,Hatchback,Greenville
6050,2022-09-21,Male,782000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Caravan,Overhead Camshaft,Manual,Pale White,24001,99301-3882,Hatchback,Pasco
6051,2022-09-21,Male,935000.0,Progressive Shippers Cooperative Association No,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,53546-9427,Passenger,Janesville
6052,2022-09-21,Male,1009000.0,Rabun Used Car Sales,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,71901,85257-3102,Hatchback,Scottsdale
6053,2022-09-21,Male,820000.0,Race Car Help,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,78758-7841,Sedan,Austin
6054,2022-09-21,Male,780000.0,Ryder Truck Rental and Leasing,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19001,06457-3834,Hatchback,Middletown
6055,2022-09-21,Female,835500.0,Saab-Belle Dodge,Dodge,Neon,Overhead Camshaft,Manual,Pale White,19500,60504-7114,Hatchback,Aurora
6056,2022-09-21,Male,707000.0,Scrivener Performance Engineering,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,38701-8047,Hatchback,Greenville
6057,2022-09-21,Female,570000.0,Star Enterprises Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,99301-3882,Hatchback,Pasco
6058,2022-09-21,Female,522500.0,Suburban Ford,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13500,53546-9427,Passenger,Janesville
6059,2022-09-21,Female,523000.0,Tri-State Mack Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16001,85257-3102,Sedan,Scottsdale
6060,2022-09-21,Male,772000.0,U-Haul CO,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,24001,78758-7841,Passenger,Austin
6061,2022-09-21,Female,460000.0,Progressive Shippers Cooperative Association No,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,Hatchback,Janesville
6062,2022-09-21,Female,13500.0,Rabun Used Car Sales,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,85257-3102,SUV,Scottsdale
6063,2022-09-21,Female,13500.0,Race Car Help,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,78758-7841,Sedan,Austin
6064,2022-09-21,Female,840000.0,Ryder Truck Rental and Leasing,Audi,A6,Overhead Camshaft,Manual,Black,15000,06457-3834,SUV,Middletown
6065,2022-09-21,Male,610000.0,U-Haul CO,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29000,78758-7841,Hatchback,Austin
6066,2022-09-21,Male,977500.0,Progressive Shippers Cooperative Association No,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39500,53546-9427,Sedan,Janesville
6067,2022-09-21,Male,639000.0,Rabun Used Car Sales,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,SUV,Scottsdale
6068,2022-09-21,Male,1138000.0,Race Car Help,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33800,78758-7841,Hatchback,Austin
6069,2022-09-21,Male,1050000.0,Ryder Truck Rental and Leasing,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,06457-3834,Sedan,Middletown
6070,2022-09-21,Male,640000.0,Saab-Belle Dodge,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,24000,60504-7114,Passenger,Aurora
6071,2022-09-21,Male,1285000.0,Scrivener Performance Engineering,Volvo,S40,Overhead Camshaft,Manual,Black,36500,38701-8047,Sedan,Greenville
6072,2022-09-21,Male,890000.0,Star Enterprises Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10000,99301-3882,Passenger,Pasco
6073,2022-09-21,Male,13500.0,Suburban Ford,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29000,53546-9427,SUV,Janesville
6074,2022-09-21,Male,13500.0,Tri-State Mack Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,85257-3102,Sedan,Scottsdale
6075,2022-09-21,Male,1080000.0,U-Haul CO,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,78758-7841,Passenger,Austin
6076,2022-09-21,Male,13500.0,Buddy Storbeck's Diesel Service Inc,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,06457-3834,Passenger,Middletown
6077,2022-09-21,Male,1000000.0,C & M Motors Inc,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82000,60504-7114,Passenger,Aurora
6078,2022-09-21,Male,607500.0,Capitol KIA,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17500,38701-8047,Hatchback,Greenville
6079,2022-09-21,Male,13500.0,Chrysler of Tri-Cities,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,99301-3882,SUV,Pasco
6080,2022-09-21,Male,13500.0,Chrysler Plymouth,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,34000,53546-9427,Sedan,Janesville
6081,2022-09-21,Male,500000.0,Classic Chevy,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,85257-3102,Hatchback,Scottsdale
6082,2022-09-21,Male,515000.0,Clay Johnson Auto Sales,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,78758-7841,Passenger,Austin
6083,2022-09-21,Male,510000.0,Diehl Motor CO Inc,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,06457-3834,Hatchback,Middletown
6084,2022-09-21,Male,592500.0,Enterprise Rent A Car,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21500,60504-7114,SUV,Aurora
6085,2022-09-21,Female,830000.0,New Castle Ford Lincoln Mercury,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,60504-7114,Passenger,Janesville
6086,2022-09-21,Male,780000.0,Pars Auto Sales,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,38701-8047,Passenger,Scottsdale
6087,2022-09-21,Male,945000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Taurus,Overhead Camshaft,Manual,Pale White,22000,99301-3882,SUV,Austin
6088,2022-09-21,Male,310000.0,Rabun Used Car Sales,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,85257-3102,Hardtop,Janesville
6089,2022-09-21,Female,1180000.0,Rabun Used Car Sales,Acura,TL,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Hatchback,Aurora
6090,2022-09-21,Female,640000.0,Race Car Help,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,25000,78758-7841,Hatchback,Greenville
6091,2022-09-21,Male,645000.0,Ryder Truck Rental and Leasing,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,06457-3834,Sedan,Pasco
6092,2022-09-21,Female,965000.0,Saab-Belle Dodge,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,60504-7114,Sedan,Janesville
6093,2022-09-21,Male,785000.0,Scrivener Performance Engineering,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,38701-8047,SUV,Scottsdale
6094,2022-09-21,Male,875000.0,U-Haul CO,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,78758-7841,Hardtop,Scottsdale
6095,2022-09-21,Male,431000.0,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Hardtop,Greenville
6096,2022-09-21,Male,13500.0,Tri-State Mack Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,28000,85257-3102,SUV,Aurora
6097,2022-09-21,Male,970000.0,U-Haul CO,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,78758-7841,SUV,Greenville
6098,2022-09-21,Male,805000.0,Progressive Shippers Cooperative Association No,Lexus,GS300,Overhead Camshaft,Manual,Pale White,17000,53546-9427,Passenger,Pasco
6099,2022-09-21,Male,13500.0,Rabun Used Car Sales,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,33000,85257-3102,Hatchback,Janesville
6100,2022-09-21,Male,2120000.0,Race Car Help,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Black,26000,78758-7841,Sedan,Scottsdale
6101,2022-09-21,Female,890000.0,Ryder Truck Rental and Leasing,Ford,F-Series,Overhead Camshaft,Manual,Black,22000,06457-3834,Passenger,Austin
6102,2022-09-21,Male,2100000.0,Saab-Belle Dodge,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,60504-7114,SUV,Janesville
6103,2022-09-21,Male,13500.0,Scrivener Performance Engineering,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000,38701-8047,Sedan,Scottsdale
6104,2022-09-21,Male,762000.0,Star Enterprises Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,99301-3882,SUV,Austin
6105,2022-09-22,Male,900000.0,New Castle Ford Lincoln Mercury,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21000,60504-7114,SUV,Aurora
6106,2022-09-22,Male,1100000.0,Pars Auto Sales,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,38701-8047,Hatchback,Greenville
6107,2022-09-22,Male,1005000.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45500,99301-3882,Hatchback,Pasco
6108,2022-09-22,Male,1317500.0,Progressive Shippers Cooperative Association No,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14750,53546-9427,Hatchback,Janesville
6109,2022-09-22,Male,360000.0,Rabun Used Car Sales,Subaru,Forester,Overhead Camshaft,Manual,Pale White,26000,85257-3102,Hatchback,Austin
6110,2022-09-22,Male,1435000.0,Race Car Help,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21500,78758-7841,SUV,Austin
6111,2022-09-22,Female,13500.0,Ryder Truck Rental and Leasing,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,06457-3834,SUV,Middletown
6112,2022-09-22,Male,1110000.0,Saab-Belle Dodge,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29000,60504-7114,Hatchback,Aurora
6113,2022-09-22,Male,2435000.0,Scrivener Performance Engineering,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60500,38701-8047,Hatchback,Greenville
6114,2022-09-22,Female,2000000.0,Star Enterprises Inc,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,99301-3882,Passenger,Pasco
6115,2022-09-22,Female,1375000.0,Suburban Ford,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,53546-9427,SUV,Janesville
6116,2022-09-22,Male,895000.0,Saab-Belle Dodge,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,60504-7114,Hardtop,Aurora
6117,2022-09-22,Male,1975000.0,Star Enterprises Inc,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12500,99301-3882,Hardtop,Pasco
6118,2022-09-22,Male,585000.0,Scrivener Performance Engineering,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,Passenger,Greenville
6119,2022-09-22,Male,1580000.0,Star Enterprises Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,99301-3882,Hatchback,Pasco
6120,2022-09-22,Male,1200000.0,Suburban Ford,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,53546-9427,Hardtop,Janesville
6121,2022-09-22,Male,13500.0,Motor Vehicle Branch Office,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45000,78758-7841,Hardtop,Austin
6122,2022-09-22,Male,386000.0,U-Haul CO,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,78758-7841,Sedan,Austin
6123,2022-09-22,Male,515000.0,Buddy Storbeck's Diesel Service Inc,Volvo,C70,Overhead Camshaft,Manual,Pale White,82000,06457-3834,Hatchback,Middletown
6124,2022-09-22,Male,1515000.0,C & M Motors Inc,Saturn,LW,Overhead Camshaft,Manual,Pale White,49500,60504-7114,Hatchback,Aurora
6125,2022-09-22,Male,611000.0,Progressive Shippers Cooperative Association No,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000,53546-9427,Hardtop,Janesville
6126,2022-09-22,Male,1100000.0,Chrysler of Tri-Cities,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,99301-3882,Hatchback,Pasco
6127,2022-09-22,Female,13500.0,Saab-Belle Dodge,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,12000,60504-7114,Sedan,Aurora
6128,2022-09-22,Male,13500.0,Scrivener Performance Engineering,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,38701-8047,Sedan,Greenville
